_RAJ2000;_DEJ2000;;_1;HD;RAJ2000;DEJ2000;Vmag;B-V;SpType
012.8262; +3.3850;999.0000;+99.0000;  4928;00 51 18.3;+03 23 06; 6.37; 1.07;  K0III
013.2671;+61.1242;999.0000;+99.0000;  5015;00 53 04.1;+61 07 27; 4.82; 0.53;  F8V
012.9671;-43.7092;999.0000;+99.0000;  5042;00 51 52.1;-43 42 33; 6.90; 0.35;  F2V+F5V
013.2225;+38.5486;999.0000;+99.0000;  5066;00 52 53.4;+38 32 55; 6.69; 0.02;  A2V
013.1692;-24.0058;999.0000;+99.0000;  5098;00 52 40.6;-24 00 21; 5.46; 1.24;  K2III
013.2521; -1.1442;999.0000;+99.0000;  5112;00 53 00.5;-01 08 39; 4.77; 1.57;  M0III
013.3675;+37.4181;999.0000;+99.0000;  5118;00 53 28.2;+37 25 05; 6.06; 1.14; gK3
013.4483;+52.6892;999.0000;+99.0000;  5128;00 53 47.6;+52 41 21; 6.27; 0.19;  A5m
013.3017;-24.7769;999.0000;+99.0000;  5156;00 53 12.4;-24 46 37; 6.46; 0.44;  F6IV-V
013.1012;-69.5044;999.0000;+99.0000;  5190;00 52 24.3;-69 30 16; 6.22; 0.56;  F7IV-V
013.7504;+58.9728;999.0000;+99.0000;  5234;00 55 00.1;+58 58 22; 4.83; 1.21;  K2III
013.6467;+19.1883;999.0000;+99.0000;  5267;00 54 35.2;+19 11 18; 5.74;-0.01;  A1VN
013.5733; -8.7408;999.0000;+99.0000;  5268;00 54 17.6;-08 44 27; 6.16; 0.92;  G5IV
013.7717;+48.6786;999.0000;+99.0000;  5273;00 55 05.2;+48 40 43; 6.27; 1.68;  M2.5IIIa
013.4079;-62.8714;999.0000;+99.0000;  5276;00 53 37.9;-62 52 17; 5.70; 1.56;  M4III
013.7417;+23.6283;999.0000;+99.0000;  5286;00 54 58.0;+23 37 42; 5.47; 1.00;  K1IV
013.8112;+24.5569;999.0000;+99.0000;  5316;00 55 14.7;+24 33 25; 6.20; 1.62;  M4IIIab
014.0537;+57.9967;999.0000;+99.0000;  5343;00 56 12.9;+57 59 48; 6.21; 1.37;  K3III
014.2317;+68.7761;999.0000;+99.0000;  5357;00 56 55.6;+68 46 34; 6.37; 0.38;  F4III
013.9937;+27.2094;999.0000;+99.0000;  5382;00 55 58.5;+27 12 34; 6.09; 0.14;  A5IV
013.9267; -7.3472;999.0000;+99.0000;  5384;00 55 42.4;-07 20 50; 5.85; 1.52;  K5III
014.1771;+60.7167;999.0000;+99.0000;  5394;00 56 42.5;+60 43 00; 2.47;-0.15;  B0IVe
014.1658;+59.1811;999.0000;+99.0000;  5395;00 56 39.8;+59 10 52; 4.63; 0.96;  G8IIIbFe-0.5
014.1962;+60.3628;999.0000;+99.0000;  5408;00 56 47.1;+60 21 46; 5.55;-0.07;  B9IVn
014.0062;-11.2667;999.0000;+99.0000;  5437;00 56 01.5;-11 16 00; 5.31; 1.52;  K4III
013.9812;-27.7756;999.0000;+99.0000;  5445;00 55 55.5;-27 46 32; 6.10; 1.67;  M0III
014.1883;+38.4994;999.0000;+99.0000;  5448;00 56 45.2;+38 29 58; 3.87; 0.13;  A5V
013.7512;-69.5269;999.0000;+99.0000;  5457;00 55 00.3;-69 31 37; 5.45; 1.09;  K2III
014.3017;+23.4175;999.0000;+99.0000;  5516;00 57 12.4;+23 25 03; 4.42; 0.94;  G8IIIb
014.4154;+45.8397;999.0000;+99.0000;  5526;00 57 39.7;+45 50 23; 6.12; 1.02;  K2III
014.6296;+66.3522;999.0000;+99.0000;  5550;00 58 31.1;+66 21 08; 5.97;-0.02;  A0III
014.4592;+28.9922;999.0000;+99.0000;  5575;00 57 50.2;+28 59 32; 5.42; 1.08; gG6
014.5592;+33.9508;999.0000;+99.0000;  5608;00 58 14.2;+33 57 03; 5.98; 1.00;  K0
014.4771;+13.6958;999.0000;+99.0000;  5612;00 57 54.5;+13 41 45; 6.32; 0.89;  G8III
014.5787;+21.4044;999.0000;+99.0000;  5641;00 58 18.9;+21 24 16; 6.37; 0.09;  A2V
015.1292;+70.9831;999.0000;+99.0000;  5715;01 00 31.0;+70 58 59; 6.39; 0.13;  A4IV
014.6829;-11.3800;999.0000;+99.0000;  5722;00 58 43.9;-11 22 48; 5.61; 0.97;  G7III
014.6517;-29.3575;999.0000;+99.0000;  5737;00 58 36.4;-29 21 27; 4.31;-0.16;  B7IIIp
014.5933;-60.6964;999.0000;+99.0000;  5771;00 58 22.4;-60 41 47; 6.23; 0.10;  Am
015.0142;+44.7111;999.0000;+99.0000;  5788;01 00 03.4;+44 42 40; 6.84;     ;  A2Vn
015.0150;+44.7133;999.0000;+99.0000;  5789;01 00 03.6;+44 42 48; 6.04;-0.01;  B9.5Vn
014.9571; +6.4831;999.0000;+99.0000;  5820;00 59 49.7;+06 28 59; 6.11; 1.67;  M2III
017.1863;+86.2569;999.0000;+99.0000;  5848;01 08 44.7;+86 15 25; 4.25; 1.21;  K2II-III
023.4600;+89.0156;999.0000;+99.0000;  5914;01 33 50.4;+89 00 56; 6.46; 0.11;  A3V
015.5767;+51.0350;999.0000;+99.0000;  6028;01 02 18.4;+51 02 06; 6.47;     ;  A3V
015.3263;-38.9167;999.0000;+99.0000;  6055;01 01 18.3;-38 55 00; 5.59; 1.18;  K0III
015.7562;+47.3761;999.0000;+99.0000;  6114;01 03 01.5;+47 22 34; 6.45; 0.25;  A9IV
015.7262;+41.3450;999.0000;+99.0000;  6116;01 02 54.3;+41 20 42; 5.98; 0.16;  A5m
015.7046;+31.8044;999.0000;+99.0000;  6118;01 02 49.1;+31 48 16; 5.50;-0.05;  B9.5V
015.9042;+61.0750;999.0000;+99.0000;  6130;01 03 37.0;+61 04 30; 5.92; 0.49;  F0II
015.6100;-31.5519;999.0000;+99.0000;  6178;01 02 26.4;-31 33 07; 5.50; 0.08;  A2V
015.7358; +7.8900;999.0000;+99.0000;  6186;01 02 56.6;+07 53 24; 4.28; 0.96;  K0III
015.5075;-57.0025;999.0000;+99.0000;  6192;01 02 01.8;-57 00 09; 6.11; 0.94;  G8III
015.7608; -4.8367;999.0000;+99.0000;  6203;01 03 02.6;-04 50 12; 5.43; 1.11;  K0III-IV
016.0817;+61.5803;999.0000;+99.0000;  6210;01 04 19.6;+61 34 49; 5.84; 0.54;  F6V
016.0100;+52.5022;999.0000;+99.0000;  6211;01 04 02.4;+52 30 08; 5.99; 1.47;  K2
015.7050;-46.3975;999.0000;+99.0000;  6245;01 02 49.2;-46 23 51; 5.36; 0.90;  G8III
015.8233;-29.5258;999.0000;+99.0000;  6269;01 03 17.6;-29 31 33; 6.29; 0.93;  G5IV
015.9542; +1.3667;999.0000;+99.0000;  6288;01 03 49.0;+01 22 00; 6.04; 0.27;  F1V
016.1950;+51.0100;999.0000;+99.0000;  6300;01 04 46.8;+51 00 36; 6.54;-0.08;  B3V
016.1150;+29.6586;999.0000;+99.0000;  6301;01 04 27.6;+29 39 31; 6.19; 0.43;  F7IV-V
015.6787;-65.4561;999.0000;+99.0000;  6311;01 02 42.9;-65 27 22; 6.21; 1.64;  M2III
016.1517;+39.9911;999.0000;+99.0000;  6314;01 04 36.4;+39 59 28; 6.72; 0.31;  F0Vn
019.0562;+87.1453;999.0000;+99.0000;  6319;01 16 13.5;+87 08 43; 6.25; 1.12; gK2
016.2192; +5.6564;999.0000;+99.0000;  6386;01 04 52.6;+05 39 23; 6.00; 1.51; gK5
016.2725;+14.9461;999.0000;+99.0000;  6397;01 05 05.4;+14 56 46; 5.68; 0.41;  F4II-III
016.5950;+62.7617;999.0000;+99.0000;  6416;01 06 22.8;+62 45 42; 6.54; 0.19;  A5Vn
016.4204;+21.4733;999.0000;+99.0000;  6456;01 05 40.9;+21 28 24; 5.34;-0.03;  A1Vn
016.4237;+21.4653;999.0000;+99.0000;  6457;01 05 41.7;+21 27 55; 5.56;-0.07;  A0Vn
017.3012;+80.0117;999.0000;+99.0000;  6473;01 09 12.3;+80 00 42; 6.29;     ;sgG6
016.4550; +4.9083;999.0000;+99.0000;  6479;01 05 49.2;+04 54 30; 6.35; 0.38;  F3V
016.4642; +4.9094;999.0000;+99.0000;  6480;01 05 51.4;+04 54 34; 7.25; 0.49;  F6V
016.4033; -9.9792;999.0000;+99.0000;  6482;01 05 36.8;-09 58 45; 6.12; 1.01;  K0III
016.7508;+56.9350;999.0000;+99.0000;  6497;01 07 00.2;+56 56 06; 6.43; 1.18;  K2III
016.5212; -9.8394;999.0000;+99.0000;  6530;01 06 05.1;-09 50 22; 5.58; 0.01;  A1V
016.7896;+53.4983;999.0000;+99.0000;  6540;01 07 09.5;+53 29 54; 6.38;     ;  K2III
016.6400;+12.9561;999.0000;+99.0000;  6557;01 06 33.6;+12 57 22; 6.12; 0.96;  G8III
016.5321;-23.9925;999.0000;+99.0000;  6559;01 06 07.7;-23 59 33; 6.14; 1.09;  G8-K0III
017.0683;+54.9203;999.0000;+99.0000;  6582;01 08 16.4;+54 55 13; 5.17; 0.69;  G5Vb
016.5208;-46.7186;999.0000;+99.0000;  6595;01 06 05.0;-46 43 07; 3.31; 0.89;  G8III
016.6104;-35.6608;999.0000;+99.0000;  6619;01 06 26.5;-35 39 39; 6.61; 0.14;  A1V
017.0037;+43.9419;999.0000;+99.0000;  6658;01 08 00.9;+43 56 31; 5.03; 0.11;  A3m
016.8046;-23.9964;999.0000;+99.0000;  6668;01 07 13.1;-23 59 47; 6.37; 0.23;  A7V
017.1387;+58.2636;999.0000;+99.0000;  6676;01 08 33.3;+58 15 49; 5.79;-0.01;  B8V
017.0054;+32.0122;999.0000;+99.0000;  6680;01 08 01.3;+32 00 44; 6.25; 0.40;  F5IV
016.9883;+20.7392;999.0000;+99.0000;  6695;01 07 57.2;+20 44 21; 5.55; 0.13;  A3V
016.9425; -9.7856;999.0000;+99.0000;  6706;01 07 46.2;-09 47 08; 5.82; 0.43;  F7IV
017.0925; +5.6497;999.0000;+99.0000;  6763;01 08 22.2;+05 38 59; 5.52; 0.34;  F0III-IV
016.9496;-41.4869;999.0000;+99.0000;  6767;01 07 47.9;-41 29 13; 5.21; 0.16;  A3IV
016.8279;-61.7753;999.0000;+99.0000;  6793;01 07 18.7;-61 46 31; 5.37; 0.88;  G5III
018.0696;+79.6739;999.0000;+99.0000;  6798;01 12 16.7;+79 40 26; 5.64; 0.01;  A3V
017.1475;-10.1822;999.0000;+99.0000;  6805;01 08 35.4;-10 10 56; 3.45; 1.16;  K1.5IIICN1Fe0.5
017.3758;+47.2419;999.0000;+99.0000;  6811;01 09 30.2;+47 14 31; 4.25;-0.07;  B7Ve
017.6637;+68.7786;999.0000;+99.0000;  6829;01 10 39.3;+68 46 43; 5.29;-0.02;  A0Vnn
017.4329;+35.6206;999.0000;+99.0000;  6860;01 09 43.9;+35 37 14; 2.06; 1.58;  M0+IIIa
017.0962;-55.2458;999.0000;+99.0000;  6882;01 08 23.1;-55 14 45; 3.92;-0.08;  B6V+B9V
017.4550;+19.6586;999.0000;+99.0000;  6903;01 09 49.2;+19 39 31; 5.55; 0.69;  G0III
017.5783;+42.0814;999.0000;+99.0000;  6920;01 10 18.8;+42 04 53; 5.65; 0.60;  F8V
017.5808;+25.4578;999.0000;+99.0000;  6953;01 10 19.4;+25 27 28; 5.80; 1.47;  K7III
017.8567;+64.2028;999.0000;+99.0000;  6960;01 11 25.6;+64 12 10; 5.55;-0.07;  B9.5V
017.7758;+55.1497;999.0000;+99.0000;  6961;01 11 06.2;+55 08 59; 4.33; 0.17;  A7V
017.5479;+15.6742;999.0000;+99.0000;  6966;01 10 11.5;+15 40 27; 6.06; 1.49;  M0III
017.9225;+65.0189;999.0000;+99.0000;  6972;01 11 41.4;+65 01 08; 5.57;-0.09;  B9IV
017.5500; -8.9061;999.0000;+99.0000;  6976;01 10 12.0;-08 54 22; 6.40; 1.04;  K0III
017.6400; +2.4456;999.0000;+99.0000;  7014;01 10 33.6;+02 26 44; 5.95; 1.51;  K4III
017.7929;+37.7242;999.0000;+99.0000;  7019;01 11 10.3;+37 43 27; 5.81;-0.10;  B7III-IV
017.7783;+31.4247;999.0000;+99.0000;  7034;01 11 06.8;+31 25 29; 5.16; 0.23;  F0V
017.5308;-57.6944;999.0000;+99.0000;  7082;01 10 07.4;-57 41 40; 6.41; 0.89;  G6II-III
017.8633;+21.0347;999.0000;+99.0000;  7087;01 11 27.2;+21 02 05; 4.66; 1.03;  G8.5III-IIIa
017.9150;+30.0897;999.0000;+99.0000;  7106;01 11 39.6;+30 05 23; 4.51; 1.09;  K0.5IIIb
017.9312; -2.2511;999.0000;+99.0000;  7147;01 11 43.5;-02 15 04; 5.94; 1.40;  K4III
018.2912;+61.7058;999.0000;+99.0000;  7157;01 13 09.9;+61 42 21; 6.41; 0.01;  B9V
018.1417;+45.3378;999.0000;+99.0000;  7158;01 12 34.0;+45 20 16; 6.11; 1.64;  M1III
018.2479;+30.0642;999.0000;+99.0000;  7229;01 12 59.5;+30 03 51; 6.19; 1.00;  G9III+G1V
019.1279;+79.9100;999.0000;+99.0000;  7238;01 16 30.7;+79 54 36; 6.26; 0.42;  F5V s
018.0975;-30.8022;999.0000;+99.0000;  7259;01 12 23.4;-30 48 08; 6.52; 0.48;  F7IV
018.1892;-37.8564;999.0000;+99.0000;  7312;01 12 45.4;-37 51 23; 5.92; 0.28;  F0III
018.4371;+24.5836;999.0000;+99.0000;  7318;01 13 44.9;+24 35 01; 4.65; 1.04;  K0III
018.4329; +7.5753;999.0000;+99.0000;  7344;01 13 43.9;+07 34 31; 5.24; 0.32;  A7IV
018.4387; +7.5783;999.0000;+99.0000;  7345;01 13 45.3;+07 34 42; 6.30; 0.49;  F7V
018.5208;+28.5297;999.0000;+99.0000;  7351;01 14 05.0;+28 31 47; 6.43; 1.70;  S3+/2-
018.5317;+16.1336;999.0000;+99.0000;  7374;01 14 07.6;+16 08 01; 5.98;-0.08;  B8III
019.0504;+71.7439;999.0000;+99.0000;  7389;01 16 12.1;+71 44 38; 7.83; 0.78;  K1V
018.6000; -7.9231;999.0000;+99.0000;  7439;01 14 24.0;-07 55 23; 5.13; 0.46;  F5V
018.6767; +6.9953;999.0000;+99.0000;  7446;01 14 42.4;+06 59 43; 6.03; 1.08; gG6
018.7050; -0.9739;999.0000;+99.0000;  7476;01 14 49.2;-00 58 26; 5.70; 0.42;  F5V
019.1021;+48.0822;999.0000;+99.0000;  7546;01 16 24.5;+48 04 56; 6.61;-0.05;  B9IIIpSi
018.7962;-45.5314;999.0000;+99.0000;  7570;01 15 11.1;-45 31 53; 4.96; 0.58;  F8V
019.0783;+33.1147;999.0000;+99.0000;  7578;01 16 18.8;+33 06 53; 6.02; 1.15;  K1III
019.2712;+44.9019;999.0000;+99.0000;  7647;01 17 05.1;+44 54 07; 6.34;     ;  K5
019.1512; -2.5003;999.0000;+99.0000;  7672;01 16 36.3;-02 30 01; 5.41; 0.90;  G5IIIe+dA
019.3504;+31.7447;999.0000;+99.0000;  7724;01 17 24.1;+31 44 41; 6.73;     ;  K0
020.0813;+77.5706;999.0000;+99.0000;  7732;01 20 19.5;+77 34 14; 6.31; 0.92;  G5III
019.5425;+47.4197;999.0000;+99.0000;  7758;01 18 10.2;+47 25 11; 6.25; 1.35;  K0
018.9421;-68.8761;999.0000;+99.0000;  7788;01 15 46.1;-68 52 34; 4.86; 0.47;  F6IV
019.4500; +3.6144;999.0000;+99.0000;  7804;01 17 48.0;+03 36 52; 5.16; 0.07;  A3V
019.6958;+37.3861;999.0000;+99.0000;  7853;01 18 47.0;+37 23 10; 6.46; 0.23;  A5m
019.2650;-66.3981;999.0000;+99.0000;  7916;01 17 03.6;-66 23 53; 6.24; 0.05;  A0V
020.4962;+76.2389;999.0000;+99.0000;  7925;01 21 59.1;+76 14 20; 6.38; 0.28;  F0IVn
020.0204;+58.2317;999.0000;+99.0000;  7927;01 20 04.9;+58 13 54; 4.98; 0.68;  F0Ia
019.8667;+27.2642;999.0000;+99.0000;  7964;01 19 28.0;+27 15 51; 4.76; 0.03;  A3V
020.2717;+64.6583;999.0000;+99.0000;  8003;01 21 05.2;+64 39 30; 6.34; 0.09;  A2Vnn
019.9513; -0.5089;999.0000;+99.0000;  8036;01 19 48.3;-00 30 32; 5.87; 0.64;  G8III+A7V
020.9450;+78.7258;999.0000;+99.0000;  8065;01 23 46.8;+78 43 33; 6.07; 0.39;  A0Iab
020.1437; -3.2469;999.0000;+99.0000;  8120;01 20 34.5;-03 14 49; 6.23; 1.02;  K1III
020.1158;-11.2389;999.0000;+99.0000;  8121;01 20 27.8;-11 14 20; 6.15; 1.11;  K1III
020.2808;+28.7381;999.0000;+99.0000;  8126;01 21 07.4;+28 44 17; 5.23; 1.39; gK5
020.5850;+45.5289;999.0000;+99.0000;  8207;01 22 20.4;+45 31 44; 4.88; 1.08;  K0-IIIb
020.8400;+58.1431;999.0000;+99.0000;  8272;01 23 21.6;+58 08 35; 6.45;     ;  F4V
020.6542; +1.7264;999.0000;+99.0000;  8334;01 22 37.0;+01 43 35; 6.20; 1.52;  K5IIIab
020.6450; -0.4497;999.0000;+99.0000;  8335;01 22 34.8;-00 26 59; 6.49; 1.08; gK0
020.6271;-19.0814;999.0000;+99.0000;  8350;01 22 30.5;-19 04 53; 6.35; 0.48;  F6IV
020.9192;+37.7150;999.0000;+99.0000;  8374;01 23 40.6;+37 42 54; 5.58; 0.26;  A2Vm
020.9062;+34.2458;999.0000;+99.0000;  8375;01 23 37.5;+34 14 45; 6.29; 0.83;  G8IV
020.8537;+20.4689;999.0000;+99.0000;  8388;01 23 24.9;+20 28 08; 5.97; 1.71;  K5
021.4437;+70.9800;999.0000;+99.0000;  8424;01 25 46.5;+70 58 48; 6.49;     ;  A0Vnn
021.4833;+68.1300;999.0000;+99.0000;  8491;01 25 56.0;+68 07 48; 4.74; 1.05;  K0III
020.8792;-30.9456;999.0000;+99.0000;  8498;01 23 31.0;-30 56 44; 5.84; 1.61;  K5III
021.0104; -8.0075;999.0000;+99.0000;  8511;01 24 02.5;-08 00 27; 6.21; 0.23;  F0V
021.0058; -8.1833;999.0000;+99.0000;  8512;01 24 01.4;-08 11 00; 3.60; 1.06;  K0III-IIIb
021.4542;+60.2353;999.0000;+99.0000;  8538;01 25 49.0;+60 14 07; 2.68; 0.13;  A5III-IV
021.0858; -6.9147;999.0000;+99.0000;  8556;01 24 20.6;-06 54 53; 5.91; 0.41;  F3V
021.1658;-15.6603;999.0000;+99.0000;  8589;01 24 39.8;-15 39 37; 6.14; 0.91;  G5
021.2029; -2.8486;999.0000;+99.0000;  8599;01 24 48.7;-02 50 55; 6.15; 0.96;  G8III
021.3987;+23.5117;999.0000;+99.0000;  8634;01 25 35.7;+23 30 42; 6.18; 0.43;  F5III
021.1700;-41.4925;999.0000;+99.0000;  8651;01 24 40.8;-41 29 33; 5.42; 1.04;  K0III
021.5775;+43.4578;999.0000;+99.0000;  8671;01 26 18.6;+43 27 28; 5.96; 0.49;  F7V
021.5362;+34.5797;999.0000;+99.0000;  8673;01 26 08.7;+34 34 47; 6.31; 0.47;  F7V
021.1746;-44.5283;999.0000;+99.0000;  8681;01 24 41.9;-44 31 42; 6.26; 1.14;  K1II
021.4050;-14.5989;999.0000;+99.0000;  8705;01 25 37.2;-14 35 56; 4.90; 1.23;  K2.5IIIb
021.5637;+19.1722;999.0000;+99.0000;  8723;01 26 15.3;+19 10 20; 5.38; 0.39;  F2V:
021.6737;+19.2403;999.0000;+99.0000;  8763;01 26 41.7;+19 14 25; 5.50; 1.11;  K1III
021.7758;+34.3775;999.0000;+99.0000;  8774;01 27 06.2;+34 22 39; 6.27; 0.46;  F7IVb vs
021.6137; -0.3986;999.0000;+99.0000;  8779;01 26 27.3;-00 23 55; 6.41; 1.24;  K0IV
021.9142;+45.4067;999.0000;+99.0000;  8799;01 27 39.4;+45 24 24; 4.83; 0.42;  F5IV
021.8608;+41.1006;999.0000;+99.0000;  8801;01 27 26.6;+41 06 02; 6.46; 0.27;  A7m
021.7229; +3.5353;999.0000;+99.0000;  8803;01 26 53.5;+03 32 07; 6.58;-0.04;  B9V+A8V
021.2721;-64.3694;999.0000;+99.0000;  8810;01 25 05.3;-64 22 10; 5.93; 1.56;  K5III
021.7150;-13.0567;999.0000;+99.0000;  8829;01 26 51.6;-13 03 24; 5.66; 0.35;  F0IIIDel Del
021.9458;+40.3356;999.0000;+99.0000;  8837;01 27 47.0;+40 20 08; 6.60;-0.04;  A0III
021.7421;-32.5431;999.0000;+99.0000;  8879;01 26 58.1;-32 32 35; 5.79; 3.86;  C6II
037.9529;+89.2642;999.0000;+99.0000;  8890;02 31 48.7;+89 15 51; 2.02; 0.60;  F7:Ib-II
021.9442;-10.9017;999.0000;+99.0000;  8921;01 27 46.6;-10 54 06; 6.13; 1.32;  K4III-IV
022.0954; +7.9614;999.0000;+99.0000;  8949;01 28 22.9;+07 57 41; 6.20; 1.12;  K1III
022.8075;+70.2647;999.0000;+99.0000;  9021;01 31 13.8;+70 15 53; 5.81; 0.47;  F6V
022.7179;+66.0981;999.0000;+99.0000;  9030;01 30 52.3;+66 05 53; 6.14; 0.08;  A2V s
022.0912;-43.3183;999.0000;+99.0000;  9053;01 28 21.9;-43 19 06; 3.41; 1.57;  M0-IIIa
022.5258;+47.0072;999.0000;+99.0000;  9057;01 30 06.2;+47 00 26; 5.27; 1.00;  K0III
022.1804;-33.7636;999.0000;+99.0000;  9065;01 28 43.3;-33 45 49; 6.58; 0.30;  F0IV
022.4704;+18.3556;999.0000;+99.0000;  9100;01 29 52.9;+18 21 20; 6.02; 0.14;  A4IV
022.4004;-21.6294;999.0000;+99.0000;  9132;01 29 36.1;-21 37 46; 5.12; 0.02;  A1V
022.5462; +6.1439;999.0000;+99.0000;  9138;01 30 11.1;+06 08 38; 4.84; 1.37;  K4III
022.3767;-46.7564;999.0000;+99.0000;  9184;01 29 30.4;-46 45 23; 6.31; 1.66;  M2III
022.5954;-26.2078;999.0000;+99.0000;  9228;01 30 22.9;-26 12 28; 5.93; 1.34;  K4III
022.8708;+15.3458;999.0000;+99.0000;  9270;01 31 29.0;+15 20 45; 3.62; 0.97;  G7IIIa
023.0317;+34.8000;999.0000;+99.0000;  9298;01 32 07.6;+34 48 00; 6.39;-0.12;  B7IIIpHgMn
023.3575;+58.3275;999.0000;+99.0000;  9352;01 33 25.8;+58 19 39; 5.70; 1.52;  K0Ib+B9V
022.8129;-49.0728;999.0000;+99.0000;  9362;01 31 15.1;-49 04 22; 3.95; 0.99;  K0III
022.9304;-30.2833;999.0000;+99.0000;  9377;01 31 43.3;-30 17 00; 5.82; 1.08;  K0III
023.4829;+59.2319;999.0000;+99.0000;  9408;01 33 55.9;+59 13 55; 4.71; 1.00;  G9IIIb
022.9129;-45.5756;999.0000;+99.0000;  9414;01 31 39.1;-45 34 32; 6.17; 0.06;  A2V
023.2646; -9.0147;999.0000;+99.0000;  9484;01 33 03.5;-09 00 53; 6.59;-0.04;  A0III
023.2333;-36.8653;999.0000;+99.0000;  9525;01 32 56.0;-36 51 55; 5.51; 1.02;  K0III
023.5692;+37.2372;999.0000;+99.0000;  9531;01 34 16.6;+37 14 14; 5.88;-0.07;  B9IV
023.1513;-49.7278;999.0000;+99.0000;  9544;01 32 36.3;-49 43 40; 6.28; 0.46;  F4V
023.4287; -7.0253;999.0000;+99.0000;  9562;01 33 42.9;-07 01 31; 5.76; 0.64;  G2IV
024.3438;+74.3008;999.0000;+99.0000;  9612;01 37 22.5;+74 18 03; 6.58; 0.03;  B9Ve
023.7046;+18.4606;999.0000;+99.0000;  9640;01 34 49.1;+18 27 38; 5.89; 1.52;  M2IIIab
023.6575;-15.6761;999.0000;+99.0000;  9672;01 34 37.8;-15 40 34; 5.63; 0.07;  A3V
023.9687;+41.0764;999.0000;+99.0000;  9712;01 35 52.5;+41 04 35; 6.38; 1.11;  K1III
023.7112;-31.8922;999.0000;+99.0000;  9742;01 34 50.7;-31 53 32; 6.12; 1.11;  K0-1III
024.1133;+48.7228;999.0000;+99.0000;  9746;01 36 27.2;+48 43 22; 5.92; 1.21; gK1
023.9433;+14.6614;999.0000;+99.0000;  9766;01 35 46.4;+14 39 41; 6.22;-0.04;  B9.5III
024.6287;+73.0400;999.0000;+99.0000;  9774;01 38 30.9;+73 02 24; 5.28; 0.96;  G8III
023.9783;+17.4336;999.0000;+99.0000;  9780;01 35 54.8;+17 26 01; 5.80;     ;  F0IV
024.1992;+41.4056;999.0000;+99.0000;  9826;01 36 47.8;+41 24 20; 4.09; 0.54;  F8V
023.9958;-15.4003;999.0000;+99.0000;  9856;01 35 59.0;-15 24 01; 5.42; 1.21;  K2IIIaBa0.2CN1
023.8133;-58.1394;999.0000;+99.0000;  9896;01 35 15.2;-58 08 22; 6.01; 0.38;  F2V
024.5317;+57.9775;999.0000;+99.0000;  9900;01 38 07.6;+57 58 39; 5.56; 1.38;  G5II
024.0350;-29.9075;999.0000;+99.0000;  9906;01 36 08.4;-29 54 27; 5.69; 0.33;  F2V
024.2746;+12.1417;999.0000;+99.0000;  9919;01 37 05.9;+12 08 30; 5.57; 0.35;  F0V
024.4983;+48.6283;999.0000;+99.0000;  9927;01 37 59.6;+48 37 42; 3.57; 1.28;  K3-III
024.6321;+45.4000;999.0000;+99.0000;  9996;01 38 31.7;+45 24 00; 6.36; 0.04;  B9pCrEu
024.4071; -9.4039;999.0000;+99.0000; 10009;01 37 37.7;-09 24 14; 6.24; 0.53;  F7V
023.4133;-78.5047;999.0000;+99.0000; 10042;01 33 39.2;-78 30 17; 6.11; 0.97;  K0III
024.1867;-58.2708;999.0000;+99.0000; 10052;01 36 44.8;-58 16 15; 6.18; 1.61;  M3III
024.8375;+44.3861;999.0000;+99.0000; 10072;01 39 21.0;+44 23 10; 4.98; 0.89;  G8III
025.0546;+53.8683;999.0000;+99.0000; 10110;01 40 13.1;+53 52 06; 6.39; 1.61;  K5III
024.6142;-36.5283;999.0000;+99.0000; 10142;01 38 27.4;-36 31 42; 5.94; 1.05;  K0IV
024.4287;-57.2367;999.0000;+99.0000; 10144;01 37 42.9;-57 14 12; 0.46;-0.16;  B3Vpe
024.7158;-21.2753;999.0000;+99.0000; 10148;01 38 51.8;-21 16 31; 5.58; 0.34;  A4n
024.7083;-25.0219;999.0000;+99.0000; 10161;01 38 50.0;-25 01 19; 6.70;-0.08;  B9Vn
024.9200;+16.4058;999.0000;+99.0000; 10164;01 39 40.8;+16 24 21; 5.97; 1.12;  K2III
025.1658;+43.2978;999.0000;+99.0000; 10204;01 40 39.8;+43 17 52; 5.61; 0.21;sgA9
025.1450;+40.5769;999.0000;+99.0000; 10205;01 40 34.8;+40 34 37; 4.94;-0.09;  B8III
025.5854;+68.0431;999.0000;+99.0000; 10221;01 42 20.5;+68 02 35; 5.59;-0.07;  A0pSiSr
024.7008;-53.4389;999.0000;+99.0000; 10241;01 38 48.2;-53 26 20; 6.84; 0.44;  F5IV-V
025.7329;+70.6225;999.0000;+99.0000; 10250;01 42 55.9;+70 37 21; 5.18;-0.04;  B9V
025.5125;+61.0383;999.0000;+99.0000; 10260;01 42 03.0;+61 02 18; 6.71;-0.03;  B8IIIpSi
025.5742;+58.6278;999.0000;+99.0000; 10293;01 42 17.8;+58 37 40; 6.37;-0.02;  B8III
025.4467;+42.6136;999.0000;+99.0000; 10307;01 41 47.2;+42 36 49; 4.95; 0.62;  G1.5V
025.3267;+25.7458;999.0000;+99.0000; 10308;01 41 18.4;+25 44 45; 6.17; 0.44;  F2III
025.4133;+30.0472;999.0000;+99.0000; 10348;01 41 39.2;+30 02 50; 5.99; 1.01;  K0III
024.9475;-56.1981;999.0000;+99.0000; 10360;01 39 47.4;-56 11 53; 5.87; 0.90;  K0V
